de CLEMENTE Clayton POSITION,de CLEMENTE Clayton LAP TIME,de CLEMENTE Clayton ELAPSED TIME,DESMET Stijn POSITION,DESMET Stijn LAP TIME,DESMET Stijn ELAPSED TIME,EYBOG Daniil POSITION,EYBOG Daniil LAP TIME,EYBOG Daniil ELAPSED TIME,KOIKE Katsunori POSITION,KOIKE Katsunori LAP TIME,KOIKE Katsunori ELAPSED TIME,ANDERMANN Dominic POSITION,ANDERMANN Dominic LAP TIME,ANDERMANN Dominic ELAPSED TIME
4,7.09,7.09,1,6.79,6.79,2,6.93,6.93,3,7.07,7.07,5,7.30,7.30
4,9.21,16.30,1,8.75,15.54,2,8.75,15.68,3,8.93,16.00,5,9.10,16.40
4,8.79,25.09,1,8.25,23.79,2,8.29,23.97,3,8.39,24.39,5,8.81,25.21
4,8.89,33.98,1,8.48,32.27,1,8.30,32.27,3,8.48,32.87,5,8.87,34.08
4,22.89,56.876,5,38.73,1:11.006,1,8.77,41.04,2,8.80,41.67,3,9.36,43.443
