SHIN Sae-Bom POSITION,SHIN Sae-Bom LAP TIME,SHIN Sae-Bom ELAPSED TIME,Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME,ZHAO Nannan POSITION,ZHAO Nannan LAP TIME,ZHAO Nannan ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME
3,13.650,13.650,2,13.580,13.580,1,13.390,13.390,4,13.760,13.760
3,10.520,24.170,2,10.480,24.070,1,10.530,23.930,4,10.470,24.230
3,10.110,34.280,2,10.170,34.250,1,10.230,34.160,4,10.090,34.330
3,10.200,44.490,2,10.120,44.370,1,10.020,44.190,4,10.160,44.500
3,10.020,54.510,2,10.140,54.510,1,10.020,54.210,4,10.040,54.550
3,9.900,1:04.420,2,9.850,1:04.360,1,10.010,1:04.220,4,10.020,1:04.570
1,9.540,1:13.970,4,10.110,1:14.470,2,9.810,1:14.030,3,9.690,1:14.270
1,9.610,1:23.580,4,10.020,1:24.500,2,9.870,1:23.900,3,9.900,1:24.170
1,10.010,1:33.600,4,10.560,1:35.060,2,10.010,1:33.920,3,10.230,1:34.400
