GUO Yihan POSITION,GUO Yihan LAP TIME,GUO Yihan ELAPSED TIME,KONSTANTINOVA Ekaterina POSITION,KONSTANTINOVA Ekaterina LAP TIME,KONSTANTINOVA Ekaterina ELAPSED TIME,de VRIES Rianne POSITION,de VRIES Rianne LAP TIME,de VRIES Rianne ELAPSED TIME,ZANG Yize POSITION,ZANG Yize LAP TIME,ZANG Yize ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME
3,13.05,13.05,2,12.93,12.93,1,12.89,12.89,4,13.20,13.20,5,13.34,13.34
1,9.52,22.57,3,9.81,22.74,2,9.81,22.70,4,9.68,22.88,5,9.71,23.05
1,9.58,32.15,3,9.50,32.24,3,9.54,32.24,2,9.33,32.21,5,9.40,32.45
2,9.69,41.84,4,9.79,42.03,5,9.94,42.18,1,9.52,41.73,3,9.51,41.96
2,9.86,51.70,4,9.80,51.83,5,9.78,51.96,1,9.89,51.62,3,9.85,51.81
1,9.74,1:01.44,5,9.95,1:01.78,4,9.73,1:01.69,2,9.93,1:01.55,3,9.84,1:01.65
1,9.71,1:11.15,5,9.86,1:11.64,3,9.86,1:11.55,2,9.72,1:11.27,3,9.90,1:11.55
1,9.81,1:20.96,4,9.96,1:21.60,5,10.23,1:21.78,2,9.84,1:21.11,3,9.95,1:21.50
1,9.96,1:30.92,4,10.30,1:31.884,5,10.20,1:31.961,2,9.97,1:31.08,3,10.26,1:31.76
