ZAKHAROVA Evgeniya POSITION,ZAKHAROVA Evgeniya LAP TIME,ZAKHAROVA Evgeniya ELAPSED TIME,MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME,Federica TOMBOLATO POSITION,Federica TOMBOLATO LAP TIME,Federica TOMBOLATO ELAPSED TIME
1,17.05,17.05,3,17.32,17.32,2,17.09,17.09
1,12.33,29.38,3,12.34,29.66,2,12.38,29.47
1,11.38,40.76,3,11.37,41.03,2,11.39,40.86
1,10.76,51.52,3,10.70,51.73,2,10.74,51.60
1,10.35,1:01.87,3,10.63,1:02.36,2,10.46,1:02.06
1,9.76,1:11.63,3,10.11,1:12.47,2,9.68,1:11.74
1,9.67,1:21.30,3,9.81,1:22.28,2,9.68,1:21.42
1,9.71,1:31.01,3,10.37,1:32.65,2,9.76,1:31.18
1,9.97,1:40.978,3,10.88,1:43.527,2,10.10,1:41.274
