VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,de VRIES Rianne POSITION,de VRIES Rianne LAP TIME,de VRIES Rianne ELAPSED TIME,DESMET Hanne POSITION,DESMET Hanne LAP TIME,DESMET Hanne ELAPSED TIME,IZAFATAVA Hanna POSITION,IZAFATAVA Hanna LAP TIME,IZAFATAVA Hanna ELAPSED TIME,Ashley Sook Hui CHIN POSITION,Ashley Sook Hui CHIN LAP TIME,Ashley Sook Hui CHIN ELAPSED TIME
2,7.58,7.58,1,7.26,7.26,3,7.71,7.71,4,7.96,7.96,5,8.91,8.91
2,9.54,17.12,1,9.54,16.80,3,9.55,17.26,4,9.66,17.62,5,10.86,19.77
2,9.20,26.32,1,9.27,26.07,3,9.21,26.47,4,9.47,27.09,5,10.22,29.99
1,9.42,35.74,3,10.01,36.08,2,9.52,35.99,4,9.87,36.96,5,10.68,40.67
1,9.86,45.60,3,9.75,45.821,2,9.76,45.75,4,10.25,47.203,5,10.72,51.365
