Sebastian PRAUS POSITION,Sebastian PRAUS LAP TIME,Sebastian PRAUS ELAPSED TIME,Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME,Jonathan GUILMETTE POSITION,Jonathan GUILMETTE LAP TIME,Jonathan GUILMETTE ELAPSED TIME,Matthieu de BOISSET POSITION,Matthieu de BOISSET LAP TIME,Matthieu de BOISSET ELAPSED TIME
3,7.305,7.305,2,7.131,7.131,1,6.960,6.960,4,7.378,7.378
4,9.477,16.782,2,9.573,16.704,1,9.451,16.410,3,9.375,16.752
4,9.108,25.889,2,8.984,25.688,1,9.078,25.488,3,8.958,25.709
4,9.261,35.150,2,9.026,34.713,1,8.939,34.426,3,9.085,34.794
4,9.75,44.894,2,9.41,44.119,1,9.26,43.680,3,9.45,44.237
