KIM Yun-Jae POSITION,KIM Yun-Jae LAP TIME,KIM Yun-Jae ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Eduardo ALVAREZ POSITION,Eduardo ALVAREZ LAP TIME,Eduardo ALVAREZ ELAPSED TIME,Vojtech LOUDIN POSITION,Vojtech LOUDIN LAP TIME,Vojtech LOUDIN ELAPSED TIME
3,7.27,7.27,1,6.94,6.94,2,7.14,7.14,4,7.41,7.41
3,9.30,16.57,1,9.16,16.10,2,9.14,16.28,4,9.24,16.65
3,8.83,25.40,1,8.73,24.83,2,8.62,24.90,4,8.89,25.54
3,8.93,34.33,2,9.04,33.87,1,8.95,33.85,4,8.96,34.50
3,9.14,43.466,2,9.34,43.206,1,9.16,43.007,4,9.17,43.666
