WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME
1,6.56,6.56,2,6.77,6.77,3,6.95,6.95,4,7.06,7.06
1,8.70,15.26,2,8.66,15.43,3,8.70,15.65,4,8.69,15.75
1,8.38,23.64,2,8.32,23.75,3,8.21,23.86,4,8.32,24.07
1,8.43,32.07,2,8.41,32.16,3,8.41,32.27,4,8.41,32.48
1,8.73,40.799,3,8.72,40.875,2,8.57,40.839,4,8.88,41.355
