CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Anouk ZOUTENDIJK POSITION,Anouk ZOUTENDIJK LAP TIME,Anouk ZOUTENDIJK ELAPSED TIME,Yelena SKACHKOVA POSITION,Yelena SKACHKOVA LAP TIME,Yelena SKACHKOVA ELAPSED TIME,TSO Ho Yan POSITION,TSO Ho Yan LAP TIME,TSO Ho Yan ELAPSED TIME
2,14.760,14.760,3,14.990,14.990,4,15.020,15.020,1,14.750,14.750
1,12.580,27.340,3,12.650,27.640,4,12.650,27.670,2,12.840,27.600
2,12.230,39.580,4,11.970,39.610,1,11.870,39.550,3,12.000,39.600
2,11.610,51.200,3,11.660,51.280,4,11.860,51.410,1,11.520,51.120
1,10.910,1:02.120,2,10.870,1:02.160,3,10.800,1:02.210,4,11.110,1:02.240
1,10.240,1:12.360,2,10.250,1:12.410,3,10.330,1:12.540,4,10.650,1:12.900
4,10.110,1:22.480,1,9.810,1:22.220,3,9.880,1:22.430,2,9.370,1:22.270
2,9.670,1:32.150,1,9.850,1:32.080,3,10.080,1:32.510,4,10.740,1:33.010
2,9.880,1:42.040,1,9.860,1:41.940,4,10.700,1:43.220,3,9.790,1:42.810
