Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Yoshiaki OGURO POSITION,Yoshiaki OGURO LAP TIME,Yoshiaki OGURO ELAPSED TIME,WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Ales GORECKI POSITION,Ales GORECKI LAP TIME,Ales GORECKI ELAPSED TIME
1,6.85,6.85,3,7.06,7.06,2,6.94,6.94,4,7.19,7.19,5,7.42,7.42
1,9.23,16.08,3,9.28,16.34,2,9.24,16.18,4,9.28,16.47,5,9.28,16.70
1,8.77,24.85,3,8.68,25.02,2,8.76,24.94,4,8.63,25.10,5,9.05,25.75
1,8.84,33.69,3,8.90,33.92,2,8.85,33.79,4,8.93,34.03,5,9.13,34.88
1,9.28,42.966,0,,PEN,3,9.65,43.438,2,9.06,43.085,4,9.32,44.193
