Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,Adam FILIPOWICZ POSITION,Adam FILIPOWICZ LAP TIME,Adam FILIPOWICZ ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Ian UPCOTT POSITION,Ian UPCOTT LAP TIME,Ian UPCOTT ELAPSED TIME
5,13.66,13.66,3,13.40,13.40,2,13.35,13.35,1,13.29,13.29,4,13.52,13.52
5,10.05,23.71,4,10.17,23.57,2,10.10,23.45,1,10.08,23.37,3,10.05,23.57
5,9.96,33.67,3,9.90,33.47,2,9.91,33.36,1,9.91,33.28,4,9.92,33.49
5,10.11,43.78,4,10.21,43.68,2,10.06,43.42,1,10.06,43.34,3,10.06,43.55
5,9.66,53.44,4,9.69,53.37,2,9.71,53.13,1,9.70,53.04,3,9.70,53.25
5,9.51,1:02.95,4,9.44,1:02.81,2,9.36,1:02.49,1,9.39,1:02.43,3,9.38,1:02.63
5,9.37,1:12.32,4,9.35,1:12.16,2,9.22,1:11.71,1,9.24,1:11.67,3,9.22,1:11.85
5,9.72,1:22.04,4,9.54,1:21.70,1,9.20,1:20.91,2,9.42,1:21.09,3,9.38,1:21.23
5,10.38,1:32.414,4,9.99,1:31.682,1,9.33,1:30.238,2,9.47,1:30.560,3,9.47,1:30.699
