Ashley Sook Hui CHIN POSITION,Ashley Sook Hui CHIN LAP TIME,Ashley Sook Hui CHIN ELAPSED TIME,KAMINAGA Shione POSITION,KAMINAGA Shione LAP TIME,KAMINAGA Shione ELAPSED TIME,Alica PORUBSKA POSITION,Alica PORUBSKA LAP TIME,Alica PORUBSKA ELAPSED TIME,Mikayla BIGGS POSITION,Mikayla BIGGS LAP TIME,Mikayla BIGGS ELAPSED TIME,Kalina GIUROVA POSITION,Kalina GIUROVA LAP TIME,Kalina GIUROVA ELAPSED TIME
3,14.39,14.39,1,14.08,14.08,2,14.24,14.24,4,14.53,14.53,5,14.55,14.55
4,11.20,25.59,1,11.10,25.18,2,11.06,25.30,3,10.92,25.45,5,11.32,25.87
4,10.84,36.43,1,10.88,36.06,2,10.90,36.20,3,10.79,36.24,5,11.09,36.96
3,10.29,46.72,1,10.40,46.46,2,10.37,46.57,4,10.49,46.73,5,11.23,48.19
4,10.35,57.07,1,10.07,56.53,2,10.09,56.66,3,10.13,56.86,5,11.37,59.56
4,10.02,1:07.09,1,9.91,1:06.44,2,9.91,1:06.57,3,10.15,1:07.01,5,11.80,1:11.36
4,10.22,1:17.31,1,9.86,1:16.30,2,9.84,1:16.41,3,10.19,1:17.20,5,12.34,1:23.70
4,10.53,1:27.84,1,9.79,1:26.09,2,9.89,1:26.30,3,10.48,1:27.68,5,13.19,1:36.89
4,10.67,1:38.51,1,10.02,1:36.11,2,10.04,1:36.34,3,10.72,1:38.40,5,13.24,1:50.13
