Pieter GYSEL POSITION,Pieter GYSEL LAP TIME,Pieter GYSEL ELAPSED TIME,SUNG Si-Bak POSITION,SUNG Si-Bak LAP TIME,SUNG Si-Bak ELAPSED TIME,Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME
1,12.91,12.91,3,13.36,13.36,4,14.81,14.81,2,13.04,13.04
1,9.65,22.56,2,9.45,22.81,4,11.06,25.87,3,9.92,22.96
1,9.64,32.20,3,9.68,32.49,4,10.94,36.81,2,9.44,32.40
1,9.72,41.92,3,9.71,42.20,4,11.16,47.97,2,9.73,42.13
3,9.66,51.58,2,9.34,51.54,4,11.26,59.23,1,9.40,51.53
2,8.93,1:00.51,1,8.94,1:00.48,4,11.53,1:10.76,3,9.11,1:00.64
2,8.90,1:09.41,1,8.85,1:09.33,4,11.21,1:21.97,3,8.97,1:09.61
2,9.08,1:18.49,1,8.96,1:18.29,4,11.36,1:33.33,3,9.20,1:18.81
2,9.45,1:27.932,1,9.29,1:27.579,4,11.61,1:44.932,3,9.45,1:28.257
