Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME,KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Oleksiy KOSHELENKO POSITION,Oleksiy KOSHELENKO LAP TIME,Oleksiy KOSHELENKO ELAPSED TIME
1,6.79,6.79,4,7.37,7.37,2,7.12,7.12,3,7.23,7.23
1,9.21,16.00,3,9.31,16.68,2,9.37,16.49,4,9.62,16.85
1,8.84,24.84,3,8.83,25.51,2,8.96,25.45,4,9.30,26.15
1,9.03,33.87,2,8.87,34.38,3,9.03,34.48,4,9.21,35.36
1,9.41,43.273,2,9.24,43.612,3,9.28,43.753,4,9.57,44.927
