LI Kongchao POSITION,LI Kongchao LAP TIME,LI Kongchao ELAPSED TIME,KRUZBERGS Roberts POSITION,KRUZBERGS Roberts LAP TIME,KRUZBERGS Roberts ELAPSED TIME,Daniil KRASNOKUTSKII POSITION,Daniil KRASNOKUTSKII LAP TIME,Daniil KRASNOKUTSKII ELAPSED TIME,Dinmukhammed ZHOLDAS POSITION,Dinmukhammed ZHOLDAS LAP TIME,Dinmukhammed ZHOLDAS ELAPSED TIME,SELLIER Diane POSITION,SELLIER Diane LAP TIME,SELLIER Diane ELAPSED TIME
1,6.77,6.77,2,6.90,6.90,4,7.15,7.15,3,6.98,6.98,5,7.29,7.29
1,8.78,15.55,2,8.90,15.80,3,8.86,16.01,4,9.08,16.06,5,8.85,16.14
1,8.53,24.08,2,8.56,24.36,3,8.48,24.49,5,9.05,25.11,4,8.50,24.64
1,8.55,32.63,4,8.97,33.33,2,8.58,33.07,5,9.27,34.38,3,8.54,33.18
1,8.70,41.33,5,14.67,48.005,2,8.78,41.85,4,11.15,45.536,3,8.78,41.96
