Danylo FEDORENKO POSITION,Danylo FEDORENKO LAP TIME,Danylo FEDORENKO ELAPSED TIME,KHVAN Anton POSITION,KHVAN Anton LAP TIME,KHVAN Anton ELAPSED TIME,SZASZ Attila POSITION,SZASZ Attila LAP TIME,SZASZ Attila ELAPSED TIME,JUNG Yanghun Ben POSITION,JUNG Yanghun Ben LAP TIME,JUNG Yanghun Ben ELAPSED TIME
3,7.27,7.27,1,7.00,,4,7.37,7.37,2,7.13,7.13
4,16.95,24.22,1,9.15,,3,9.11,16.48,2,9.12,16.25
3,13.21,37.43,4,25.85,,2,8.59,25.07,1,8.69,24.94
3,10.66,48.09,4,15.92,,2,8.79,33.86,1,8.85,33.79
3,10.60,58.69,4,11.79,1:09.71,2,8.92,42.78,1,8.88,42.67
