Mark JACKSON POSITION,Mark JACKSON LAP TIME,Mark JACKSON ELAPSED TIME,Tyson HEUNG POSITION,Tyson HEUNG LAP TIME,Tyson HEUNG ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME,Paul WORTH POSITION,Paul WORTH LAP TIME,Paul WORTH ELAPSED TIME
2,6.986,6.986,3,7.009,7.009,1,6.930,6.930,4,7.235,7.235
4,9.095,16.081,2,9.008,16.016,3,9.139,16.069,1,8.627,15.861
3,8.693,24.774,2,8.669,24.685,1,8.351,24.420,4,9.064,24.924
2,8.747,33.520,3,8.861,33.545,1,8.835,33.255,4,9.068,33.992
3,9.14,42.660,2,8.99,42.535,1,9.23,42.485,4,9.12,43.110
