Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,Wim de DEYNE POSITION,Wim de DEYNE LAP TIME,Wim de DEYNE ELAPSED TIME,SONG Suk-Woo POSITION,SONG Suk-Woo LAP TIME,SONG Suk-Woo ELAPSED TIME
4,15.517,15.517,3,15.381,15.381,1,15.257,15.257,2,15.314,15.314
3,11.042,26.559,4,11.282,26.663,1,11.086,26.343,2,11.114,26.427
2,10.690,37.248,4,10.663,37.325,3,10.931,37.274,1,10.616,37.043
2,10.134,47.382,3,10.115,47.439,4,10.332,47.605,1,10.140,47.182
2,9.713,57.095,3,9.693,57.132,4,9.613,57.218,1,9.704,56.886
3,9.462,1:06.556,2,9.360,1:06.492,4,9.386,1:06.603,1,9.517,1:06.403
3,9.309,1:15.865,2,9.339,1:15.831,4,9.575,1:16.177,1,9.279,1:15.681
2,9.243,1:25.108,3,9.296,1:25.127,4,9.038,1:25.215,1,9.254,1:24.935
2,9.30,1:34.399,3,9.32,1:34.441,4,9.49,1:34.697,1,9.42,1:34.355
