Sebastian PRAUS POSITION,Sebastian PRAUS LAP TIME,Sebastian PRAUS ELAPSED TIME,Steve ROBILLARD POSITION,Steve ROBILLARD LAP TIME,Steve ROBILLARD ELAPSED TIME,Thomas de WITTE POSITION,Thomas de WITTE LAP TIME,Thomas de WITTE ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME
2,13.051,13.051,1,12.962,12.962,3,13.164,13.164,4,13.212,13.212
2,9.776,22.827,1,9.806,22.768,3,9.793,22.956,4,9.888,23.100
2,9.970,32.796,1,9.934,32.701,3,9.952,32.908,4,10.013,33.112
2,10.019,42.814,1,9.951,42.652,4,10.455,43.363,3,9.720,42.832
1,9.949,52.762,2,10.182,52.833,4,9.777,53.139,3,10.158,52.990
1,9.972,1:02.734,2,9.963,1:02.795,4,9.829,1:02.967,3,9.883,1:02.873
2,9.911,1:12.645,1,9.806,1:12.601,4,10.234,1:13.201,3,9.900,1:12.772
2,9.899,1:22.544,1,9.719,1:22.319,4,10.092,1:23.293,3,9.805,1:22.577
3,9.92,1:32.459,1,9.88,1:32.199,4,10.70,1:33.993,2,9.64,1:32.208
