ZHAO Nannan POSITION,ZHAO Nannan LAP TIME,ZHAO Nannan ELAPSED TIME,Aika KLEIN POSITION,Aika KLEIN LAP TIME,Aika KLEIN ELAPSED TIME,Annita van DOORN POSITION,Annita van DOORN LAP TIME,Annita van DOORN ELAPSED TIME,Tina KOENIG POSITION,Tina KOENIG LAP TIME,Tina KOENIG ELAPSED TIME
1,7.095,7.095,3,7.640,7.640,2,7.472,7.472,4,7.722,7.722
1,9.535,16.630,3,9.648,17.287,2,9.518,16.990,4,9.737,17.459
1,9.212,25.842,4,9.498,26.786,2,9.166,26.155,3,9.113,26.573
1,9.284,35.126,2,9.357,36.142,3,18.188,44.343,4,19.194,45.767
1,9.657,44.783,2,9.970,46.112,3,20.669,1:05.013,4,22.531,1:08.298
