BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,OLAH Bence POSITION,OLAH Bence LAP TIME,OLAH Bence ELAPSED TIME
2,7.08,7.08,1,6.96,6.96,3,7.22,7.22,4,7.31,7.31
2,9.12,16.20,1,9.14,16.10,3,9.26,16.48,4,9.25,16.56
2,8.73,24.93,1,8.71,24.81,3,8.91,25.39,4,8.83,25.39
2,8.91,33.84,1,8.84,33.65,4,9.05,34.44,3,8.95,34.34
1,8.96,42.800,2,9.21,42.854,4,9.24,43.678,3,9.30,43.634
