SIGHEL Arianna POSITION,SIGHEL Arianna LAP TIME,SIGHEL Arianna ELAPSED TIME,UZAKOVA Mariia-Mahdalyna POSITION,UZAKOVA Mariia-Mahdalyna LAP TIME,UZAKOVA Mariia-Mahdalyna ELAPSED TIME,Sandra TRUSOVA POSITION,Sandra TRUSOVA LAP TIME,Sandra TRUSOVA ELAPSED TIME,Ekaterina KRASNOVA POSITION,Ekaterina KRASNOVA LAP TIME,Ekaterina KRASNOVA ELAPSED TIME
1,7.77,7.77,2,7.93,7.93,3,8.30,8.30,4,8.65,8.65
1,9.99,17.76,2,9.97,17.90,3,10.41,18.71,4,10.69,19.34
1,9.53,27.29,2,9.55,27.45,3,10.01,28.72,4,10.23,29.57
1,9.84,37.13,2,10.37,37.82,3,10.24,38.96,4,10.65,40.22
1,10.31,47.427,2,10.67,48.469,3,10.49,49.405,4,11.18,51.372
