Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,Julia RIEDEL POSITION,Julia RIEDEL LAP TIME,Julia RIEDEL ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,Olga MASKAIKINA POSITION,Olga MASKAIKINA LAP TIME,Olga MASKAIKINA ELAPSED TIME
1,7.29,7.29,3,7.55,7.55,2,7.46,7.46,4,7.85,7.85
1,9.63,16.92,3,10.04,17.59,2,9.72,17.18,4,9.97,17.83
1,9.41,26.34,3,9.42,27.02,2,9.29,26.47,4,9.44,27.27
1,9.46,35.81,3,9.50,36.53,2,9.54,36.02,4,9.45,36.72
1,9.94,45.743,4,10.39,46.917,2,9.98,45.995,3,9.91,46.626
