Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME,Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME,Marta CAPURSO POSITION,Marta CAPURSO LAP TIME,Marta CAPURSO ELAPSED TIME,Myrtille GOLLIN POSITION,Myrtille GOLLIN LAP TIME,Myrtille GOLLIN ELAPSED TIME
2,7.459,7.459,1,7.179,7.179,3,7.586,7.586,4,7.808,7.808
2,9.973,17.431,1,9.985,17.163,3,9.943,17.529,4,10.084,17.891
2,9.526,26.957,1,9.565,26.728,3,9.430,26.959,4,9.819,27.710
2,9.695,36.652,1,9.723,36.450,3,9.735,36.693,4,10.073,37.783
3,10.07,46.718,1,10.13,46.576,2,10.03,46.717,4,10.51,48.287
