NECASOVA Lucie POSITION,NECASOVA Lucie LAP TIME,NECASOVA Lucie ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,GRAJCAR Natalia POSITION,GRAJCAR Natalia LAP TIME,GRAJCAR Natalia ELAPSED TIME,Inna SIMONOVA POSITION,Inna SIMONOVA LAP TIME,Inna SIMONOVA ELAPSED TIME
4,17.045,17.045,1,16.422,16.422,2,16.834,16.834,3,17.025,17.025
3,12.421,29.466,1,12.801,29.222,2,12.600,29.434,4,12.575,29.599
3,12.517,41.983,1,12.433,41.655,2,12.477,41.910,4,12.630,42.229
3,12.038,54.020,1,11.896,53.551,2,11.919,53.828,4,11.843,54.072
3,10.547,1:04.567,1,10.383,1:03.934,2,10.333,1:04.160,4,10.603,1:04.674
3,10.429,1:14.995,1,10.055,1:13.988,2,10.196,1:14.356,4,10.551,1:15.224
3,10.801,1:25.795,1,10.545,1:24.533,2,10.522,1:24.877,4,10.637,1:25.861
4,11.334,1:37.129,1,10.709,1:35.242,2,10.942,1:35.819,3,11.124,1:36.984
4,10.98,1:48.104,1,10.62,1:45.858,2,10.92,1:46.739,3,11.12,1:48.100
