VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,ZANG Yize POSITION,ZANG Yize LAP TIME,ZANG Yize ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,BINEY Maame POSITION,BINEY Maame LAP TIME,BINEY Maame ELAPSED TIME
1,7.19,7.19,4,7.46,7.46,2,7.31,7.31,3,7.44,7.44,5,7.75,7.75
1,9.46,16.65,4,9.77,17.23,2,9.43,16.74,3,9.60,17.04,5,9.59,17.34
1,8.88,25.53,4,8.80,26.03,2,8.89,25.63,3,8.91,25.95,5,9.02,26.36
1,9.01,34.54,3,8.96,34.99,2,9.01,34.64,4,9.08,35.03,5,9.15,35.51
1,9.32,43.86,3,9.03,44.028,2,9.28,43.92,4,9.41,44.449,5,9.64,45.150
