Matus UZAK POSITION,Matus UZAK LAP TIME,Matus UZAK ELAPSED TIME,J P KEPKA POSITION,J P KEPKA LAP TIME,J P KEPKA ELAPSED TIME,Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,Cees JUFFERMANS POSITION,Cees JUFFERMANS LAP TIME,Cees JUFFERMANS ELAPSED TIME
2,7.0358,7.0358,1,6.8922,6.8922,3,7.0643,7.0643,4,7.1599,7.1599
2,9.3308,16.3666,1,9.4180,16.3102,4,10.0713,17.1356,3,9.4455,16.6054
3,8.8077,25.1743,2,8.7734,25.0836,1,7.8704,25.0060,4,8.8119,25.4173
3,9.0602,34.2345,2,8.8654,33.9490,1,8.7399,33.7459,4,9.0307,34.4480
3,9.26,43.493,2,8.94,42.890,1,8.96,42.699,4,9.25,43.696
