Marie-Andree MENDES-CAMPEAU POSITION,Marie-Andree MENDES-CAMPEAU LAP TIME,Marie-Andree MENDES-CAMPEAU ELAPSED TIME,LIU Yang POSITION,LIU Yang LAP TIME,LIU Yang ELAPSED TIME,Malwina ZAWADA POSITION,Malwina ZAWADA LAP TIME,Malwina ZAWADA ELAPSED TIME,NOH Ah Rum POSITION,NOH Ah Rum LAP TIME,NOH Ah Rum ELAPSED TIME
1,13.686,13.686,2,13.940,13.940,3,14.056,14.056,4,14.430,14.430
2,10.108,23.793,1,9.803,23.743,3,10.070,24.126,4,9.903,24.333
1,9.946,33.740,3,10.170,33.913,2,9.760,33.885,4,9.743,34.077
1,10.236,43.975,3,10.193,44.106,2,10.141,44.026,4,10.184,44.261
3,10.144,54.120,2,9.928,54.034,1,9.935,53.961,4,9.995,54.255
2,9.869,1:03.988,1,9.878,1:03.912,3,10.063,1:04.024,4,10.122,1:04.377
3,9.968,1:13.956,1,9.822,1:13.734,2,9.929,1:13.953,4,9.699,1:14.077
4,10.664,1:24.620,2,10.112,1:23.846,3,10.647,1:24.601,1,8.931,1:23.008
4,16.234,1:40.853,2,10.241,1:34.087,3,11.084,1:35.685,1,9.803,1:32.811
