Jumpei YOSHIZAWA POSITION,Jumpei YOSHIZAWA LAP TIME,Jumpei YOSHIZAWA ELAPSED TIME,Anthony LOBELLO POSITION,Anthony LOBELLO LAP TIME,Anthony LOBELLO ELAPSED TIME,LEE Ho-Suk POSITION,LEE Ho-Suk LAP TIME,LEE Ho-Suk ELAPSED TIME,Paul WORTH POSITION,Paul WORTH LAP TIME,Paul WORTH ELAPSED TIME
2,6.605,6.605,1,6.475,6.475,4,7.381,7.381,3,6.699,6.699
2,9.313,15.917,1,9.249,15.723,4,9.269,16.650,3,9.495,16.194
2,9.245,25.162,1,9.367,25.090,4,8.657,25.306,3,9.066,25.259
2,9.110,34.272,1,9.149,34.238,3,9.166,34.472,4,9.342,34.600
2,9.47,43.742,3,10.12,44.349,1,9.08,43.544,4,9.90,44.495
