Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,CHEN Guang POSITION,CHEN Guang LAP TIME,CHEN Guang ELAPSED TIME,Keith CARROLL POSITION,Keith CARROLL LAP TIME,Keith CARROLL ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME
1,6.72,6.72,3,7.10,7.10,4,7.32,7.32,2,7.09,7.09
1,8.76,15.48,2,8.78,15.88,4,9.04,16.36,3,8.94,16.03
1,8.42,23.90,2,8.37,24.25,4,8.57,24.93,3,8.33,24.36
1,8.51,32.41,2,8.46,32.71,4,8.60,33.53,3,8.47,32.83
1,8.76,41.17,2,8.65,41.36,4,8.94,42.470,3,8.64,41.470
