Alexandre ST JEAN POSITION,Alexandre ST JEAN LAP TIME,Alexandre ST JEAN ELAPSED TIME,Travis JAYNER POSITION,Travis JAYNER LAP TIME,Travis JAYNER ELAPSED TIME,Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,Daisuke UEMURA POSITION,Daisuke UEMURA LAP TIME,Daisuke UEMURA ELAPSED TIME,Pavel RYBAKOV POSITION,Pavel RYBAKOV LAP TIME,Pavel RYBAKOV ELAPSED TIME
2,6.95,6.95,3,7.17,7.17,1,6.86,6.86,5,7.26,7.26,4,7.25,7.25
2,9.02,15.97,3,9.14,16.31,1,9.02,15.88,4,9.27,16.53,5,9.37,16.62
1,8.60,24.57,3,8.58,24.89,2,8.70,24.58,4,8.66,25.19,5,8.75,25.37
1,8.79,33.36,3,8.77,33.66,2,8.88,33.46,4,8.76,33.95,5,9.08,34.45
1,8.94,42.300,3,8.87,42.523,2,8.94,42.394,4,9.02,42.969,5,9.87,44.315
