HWANG Dae Heon POSITION,HWANG Dae Heon LAP TIME,HWANG Dae Heon ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,SITNIKOV Pavel POSITION,SITNIKOV Pavel LAP TIME,SITNIKOV Pavel ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,SUN Long POSITION,SUN Long LAP TIME,SUN Long ELAPSED TIME
1,6.59,6.59,2,6.70,6.70,3,6.82,6.82,4,6.94,6.94,5,7.00,7.00
1,8.54,15.13,2,8.53,15.23,3,8.56,15.38,4,8.57,15.51,5,8.67,15.67
1,8.10,23.23,2,8.13,23.36,3,8.07,23.45,4,7.97,23.48,5,8.19,23.86
1,8.18,31.41,2,8.14,31.50,4,8.29,31.74,3,8.16,31.64,5,8.29,32.15
1,8.27,39.68,2,8.29,39.79,4,8.44,40.18,3,8.38,40.02,5,8.60,40.751
