Katherine REUTTER-ADAMEK POSITION,Katherine REUTTER-ADAMEK LAP TIME,Katherine REUTTER-ADAMEK ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,Sayuri SHIMIZU POSITION,Sayuri SHIMIZU LAP TIME,Sayuri SHIMIZU ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME
2,13.77,13.77,1,13.61,13.61,3,13.88,13.88,4,14.02,14.02
1,10.66,24.43,4,11.04,24.65,3,10.77,24.65,2,10.50,24.52
1,10.28,34.71,2,10.16,34.81,3,10.27,34.92,4,27.35,51.87
1,10.74,45.45,2,10.73,45.54,3,10.72,45.64,4,16.14,1:08.01
1,10.57,56.02,2,10.55,56.09,3,10.59,56.23,4,13.26,1:21.27
1,10.19,1:06.21,2,10.24,1:06.33,3,10.20,1:06.43,4,13.91,1:35.18
1,10.08,1:16.29,2,10.11,1:16.44,3,10.10,1:16.53,4,13.31,1:48.49
1,9.80,1:26.09,2,9.80,1:26.24,3,9.83,1:26.36,4,13.57,2:02.06
1,9.62,1:35.705,0,,PEN,2,11.05,1:37.404,3,13.88,2:15.937
