NOH Jinkyu POSITION,NOH Jinkyu LAP TIME,NOH Jinkyu ELAPSED TIME,Antoine GELINAS- BEAULIEU POSITION,Antoine GELINAS- BEAULIEU LAP TIME,Antoine GELINAS- BEAULIEU ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,Bence BERES POSITION,Bence BERES LAP TIME,Bence BERES ELAPSED TIME
2,7.15,7.15,1,6.89,6.89,3,7.36,7.36,4,7.44,7.44
2,9.24,16.39,1,9.26,16.15,3,9.38,16.74,4,9.43,16.87
2,8.85,25.24,1,9.00,25.15,4,9.03,25.77,3,8.85,25.72
2,9.06,34.30,1,9.06,34.21,3,9.37,35.14,4,9.69,35.41
2,9.36,43.654,1,9.33,43.531,4,9.90,45.038,3,8.54,43.946
