SONG Haochen POSITION,SONG Haochen LAP TIME,SONG Haochen ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,ANIKEJ Rafal POSITION,ANIKEJ Rafal LAP TIME,ANIKEJ Rafal ELAPSED TIME,Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME
1,6.83,6.83,2,6.96,6.96,3,7.10,7.10,4,7.31,7.31
1,8.89,15.72,2,8.91,15.87,4,8.89,15.99,3,8.66,15.97
1,8.53,24.25,2,8.46,24.33,4,8.59,24.58,3,8.38,24.35
1,8.65,32.90,3,8.77,33.10,4,8.62,33.20,2,8.64,32.99
1,8.95,41.85,2,8.86,41.96,4,9.04,42.24,3,9.19,42.18
