LIM Yong Jin POSITION,LIM Yong Jin LAP TIME,LIM Yong Jin ELAPSED TIME,XU Hongzhi POSITION,XU Hongzhi LAP TIME,XU Hongzhi ELAPSED TIME,GEORGIEV Dimitar POSITION,GEORGIEV Dimitar LAP TIME,GEORGIEV Dimitar ELAPSED TIME,HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME,TRAN Aaron POSITION,TRAN Aaron LAP TIME,TRAN Aaron ELAPSED TIME
2,14.37,14.37,1,14.21,14.21,3,14.47,14.47,5,14.67,14.67,4,14.63,14.63
1,10.15,24.52,2,10.45,24.66,4,10.46,24.93,5,10.26,24.93,3,10.15,24.78
1,9.82,34.34,2,9.80,34.46,5,9.88,34.81,4,9.78,34.71,3,9.80,34.58
1,9.68,44.02,2,9.70,44.16,5,9.73,44.54,4,9.72,44.43,3,9.69,44.27
1,9.50,53.52,2,9.48,53.64,5,9.54,54.08,4,9.48,53.91,3,9.52,53.79
1,9.24,1:02.76,2,9.21,1:02.85,5,9.34,1:03.42,4,9.17,1:03.08,3,9.25,1:03.04
1,8.94,1:11.70,2,9.02,1:11.87,5,9.49,1:12.91,3,9.01,1:12.09,4,9.29,1:12.33
1,8.98,1:20.68,2,8.96,1:20.83,5,9.77,1:22.68,3,9.07,1:21.16,4,9.55,1:21.88
1,9.17,1:29.845,2,9.17,1:29.997,5,10.27,1:32.947,3,9.27,1:30.427,4,10.07,1:31.950
