AHN Hyun-Soo POSITION,AHN Hyun-Soo LAP TIME,AHN Hyun-Soo ELAPSED TIME,LI Ye POSITION,LI Ye LAP TIME,LI Ye ELAPSED TIME,Jeff SCHOLTEN POSITION,Jeff SCHOLTEN LAP TIME,Jeff SCHOLTEN ELAPSED TIME,SONG Suk-Woo POSITION,SONG Suk-Woo LAP TIME,SONG Suk-Woo ELAPSED TIME
2,6.810,6.810,1,6.644,6.644,3,6.887,6.887,4,7.044,7.044
2,9.019,15.828,1,8.951,15.595,3,9.061,15.947,4,13.094,20.137
1,8.653,24.481,2,8.971,24.565,3,12.956,28.903,4,9.245,29.382
2,9.110,33.591,1,8.929,33.494,4,11.738,40.641,3,9.174,38.555
2,10.08,43.665,1,9.32,42.806,3,10.89,51.525,0,,DQ
