Jonathan GUILMETTE POSITION,Jonathan GUILMETTE LAP TIME,Jonathan GUILMETTE ELAPSED TIME,CUI Liang POSITION,CUI Liang LAP TIME,CUI Liang ELAPSED TIME,Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME
2,6.923,6.923,4,7.185,7.185,3,7.091,7.091,1,6.718,6.718
2,9.237,16.160,4,9.162,16.347,3,9.216,16.307,1,9.142,15.860
1,8.505,24.664,4,8.664,25.011,3,8.618,24.924,2,8.856,24.715
1,8.644,33.307,3,8.525,33.535,4,8.806,33.730,2,8.605,33.320
2,8.97,42.269,3,8.91,42.443,4,9.03,42.751,1,8.92,42.236
