SUNG Si-Bak POSITION,SUNG Si-Bak LAP TIME,SUNG Si-Bak ELAPSED TIME,Ryan BEDFORD POSITION,Ryan BEDFORD LAP TIME,Ryan BEDFORD ELAPSED TIME,Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME,Artur SULTANGALIYEV POSITION,Artur SULTANGALIYEV LAP TIME,Artur SULTANGALIYEV ELAPSED TIME
1,7.00,7.00,2,7.11,7.11,3,7.31,7.31,4,7.54,7.54
1,8.75,15.75,2,8.84,15.95,3,8.92,16.23,4,8.86,16.40
1,8.68,24.43,2,8.58,24.53,3,8.82,25.05,4,8.67,25.07
1,8.75,33.18,2,8.84,33.37,4,44.67,1:09.72,3,33.78,58.85
1,8.93,42.105,2,9.07,42.438,0,,PEN,3,21.66,1:20.507
