Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,Raya ZAHARIEVA POSITION,Raya ZAHARIEVA LAP TIME,Raya ZAHARIEVA ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME,Lia STEPANOVA POSITION,Lia STEPANOVA LAP TIME,Lia STEPANOVA ELAPSED TIME
2,7.59,7.59,3,7.72,7.72,1,7.36,7.36,4,7.94,7.94
2,9.53,17.12,3,9.84,17.56,1,9.70,17.06,4,9.76,17.70
2,9.35,26.47,3,9.74,27.30,1,9.40,26.46,4,9.63,27.33
2,9.90,36.37,4,10.47,37.77,1,9.56,36.02,3,10.11,37.44
2,9.67,46.032,4,10.10,47.861,1,9.54,45.555,3,10.03,47.468
