MILOVANOV Sergei POSITION,MILOVANOV Sergei LAP TIME,MILOVANOV Sergei ELAPSED TIME,Georgi TSVETKOV POSITION,Georgi TSVETKOV LAP TIME,Georgi TSVETKOV ELAPSED TIME,Bor Luka URLEP POSITION,Bor Luka URLEP LAP TIME,Bor Luka URLEP ELAPSED TIME,TIBORCZ Daniel POSITION,TIBORCZ Daniel LAP TIME,TIBORCZ Daniel ELAPSED TIME
1,7.00,7.00,3,7.50,7.50,2,7.45,7.45,4,7.69,7.69
1,8.99,15.99,4,10.72,18.22,2,9.68,17.13,3,9.45,17.14
1,8.78,24.77,4,10.26,28.48,3,9.38,26.51,2,9.03,26.17
1,9.06,33.83,4,10.41,38.89,3,9.43,35.94,2,9.08,35.25
1,9.35,43.18,4,10.80,49.69,3,9.52,45.46,2,9.21,44.46
