LIU Qiuhong POSITION,LIU Qiuhong LAP TIME,LIU Qiuhong ELAPSED TIME,YANG Shin-Young POSITION,YANG Shin-Young LAP TIME,YANG Shin-Young ELAPSED TIME,Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME,WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME
1,7.13,7.13,3,7.22,7.22,2,7.19,7.19,4,7.71,7.71
1,9.43,16.56,3,9.90,17.12,2,9.64,16.83,4,9.89,17.60
1,9.15,25.71,3,9.03,26.16,2,9.04,25.88,4,9.42,27.02
1,9.14,34.86,3,9.05,35.21,2,9.16,35.04,4,9.56,36.59
1,9.49,44.347,3,9.28,44.486,2,9.38,44.419,4,9.86,46.442
