YANG Shin-Young POSITION,YANG Shin-Young LAP TIME,YANG Shin-Young ELAPSED TIME,Veronika WINDISCH POSITION,Veronika WINDISCH LAP TIME,Veronika WINDISCH ELAPSED TIME,Biba SAKURAI POSITION,Biba SAKURAI LAP TIME,Biba SAKURAI ELAPSED TIME,Christin PRIEBST POSITION,Christin PRIEBST LAP TIME,Christin PRIEBST ELAPSED TIME,Ekaterina BARANOK POSITION,Ekaterina BARANOK LAP TIME,Ekaterina BARANOK ELAPSED TIME
1,13.97,13.97,3,14.06,14.06,2,14.01,14.01,5,14.16,14.16,4,14.15,14.15
2,10.26,24.23,4,10.30,24.36,1,10.14,24.15,3,10.11,24.27,5,10.32,24.47
2,10.51,34.74,3,10.55,34.91,1,10.47,34.62,4,10.75,35.02,5,10.58,35.05
2,9.68,44.42,3,9.61,44.52,1,9.73,44.35,4,9.64,44.66,5,9.71,44.76
2,10.17,54.59,3,10.17,54.69,1,10.16,54.51,4,10.15,54.81,5,10.17,54.93
2,10.27,1:04.86,3,10.25,1:04.94,1,10.26,1:04.77,4,10.23,1:05.04,5,10.20,1:05.13
1,9.67,1:14.53,3,9.83,1:14.77,2,9.91,1:14.68,4,9.89,1:14.93,5,9.91,1:15.04
1,9.85,1:24.38,2,9.97,1:24.74,5,10.55,1:25.23,3,10.00,1:24.93,4,10.15,1:25.19
1,9.66,1:34.038,0,,PEN,4,10.64,1:35.869,2,9.81,1:34.736,3,10.17,1:35.357
