HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,J.R. CELSKI POSITION,J.R. CELSKI LAP TIME,J.R. CELSKI ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME
1,6.59,6.59,3,6.81,6.81,2,6.68,6.68,4,6.96,6.96,5,7.16,7.16
1,8.77,15.36,3,8.75,15.56,2,8.78,15.46,4,8.76,15.72,5,8.77,15.93
1,8.16,23.52,3,8.13,23.69,2,8.15,23.61,4,8.07,23.79,5,8.44,24.37
1,8.30,31.82,3,8.32,32.01,2,8.30,31.91,4,8.29,32.08,5,8.62,32.99
1,8.40,40.218,2,8.39,40.395,0,,PEN,3,8.37,40.447,4,8.89,41.875
