Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,YU Jiyang POSITION,YU Jiyang LAP TIME,YU Jiyang ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME
1,6.85,6.85,3,6.97,6.97,2,6.95,6.95,4,7.07,7.07
1,8.89,15.74,3,8.98,15.95,2,8.87,15.82,4,9.01,16.08
1,8.26,24.00,3,8.33,24.28,2,8.36,24.18,4,8.32,24.40
1,8.46,32.46,3,8.46,32.74,4,8.68,32.86,2,8.28,32.68
1,8.71,41.166,3,8.73,41.469,4,8.71,41.562,2,8.55,41.221
