Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME,Veronika WINDISCH POSITION,Veronika WINDISCH LAP TIME,Veronika WINDISCH ELAPSED TIME,Evita KRIEVANE POSITION,Evita KRIEVANE LAP TIME,Evita KRIEVANE ELAPSED TIME,Vera ANTANENKA POSITION,Vera ANTANENKA LAP TIME,Vera ANTANENKA ELAPSED TIME
1,13.910,13.910,3,14.680,14.680,4,14.960,14.960,2,14.360,14.360
1,11.220,25.130,3,11.580,26.270,4,11.580,26.540,2,11.810,26.170
1,11.500,36.630,3,11.430,37.710,4,11.350,37.890,2,11.340,37.510
1,10.480,47.110,3,10.470,48.180,4,10.420,48.320,2,10.370,47.880
1,10.610,57.720,3,10.320,58.510,4,10.340,58.660,2,10.570,58.460
1,10.230,1:07.950,2,9.890,1:08.400,4,10.170,1:08.840,3,10.100,1:08.570
1,9.340,1:17.300,2,10.230,1:18.640,4,14.340,1:23.180,3,10.180,1:18.750
1,10.320,1:27.630,2,9.690,1:28.330,3,5.540,1:28.720,4,9.980,1:28.730
1,10.140,1:37.770,2,9.760,1:38.090,3,10.100,1:38.820,4,10.140,1:38.880
