Maksim SIARHEYU POSITION,Maksim SIARHEYU LAP TIME,Maksim SIARHEYU ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME,SEO Yi Ra POSITION,SEO Yi Ra LAP TIME,SEO Yi Ra ELAPSED TIME,Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME
3,7.21,7.21,1,6.92,6.92,5,7.39,7.39,2,7.08,7.08,4,7.35,7.35
4,9.08,16.29,1,9.20,16.12,5,9.16,16.55,2,9.15,16.23,3,8.92,16.27
4,8.78,25.07,2,8.73,24.85,5,8.94,25.49,1,8.57,24.80,3,8.67,24.94
4,8.78,33.85,3,8.91,33.76,5,8.63,34.12,1,8.77,33.57,2,8.68,33.62
4,8.84,42.69,3,8.87,42.63,5,8.74,42.86,1,8.76,42.33,2,8.80,42.42
