Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,Patrycja MARKIEWICZ POSITION,Patrycja MARKIEWICZ LAP TIME,Patrycja MARKIEWICZ ELAPSED TIME,CHOI Min Jeong POSITION,CHOI Min Jeong LAP TIME,CHOI Min Jeong ELAPSED TIME,Kimberly GOETZ POSITION,Kimberly GOETZ LAP TIME,Kimberly GOETZ ELAPSED TIME,Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME
1,7.34,7.34,5,7.75,7.75,3,7.57,7.57,2,7.44,7.44,4,7.72,7.72
1,9.38,16.72,5,9.74,17.49,3,9.32,16.89,2,9.36,16.80,4,9.36,17.08
1,8.85,25.57,5,9.29,26.78,2,8.77,25.66,3,8.99,25.79,4,8.79,25.87
1,8.88,34.45,5,9.37,36.15,2,8.83,34.49,3,9.00,34.79,4,9.00,34.87
1,9.03,43.48,5,9.54,45.69,2,9.07,43.56,3,9.03,43.82,4,9.04,43.91
