LEE June Seo POSITION,LEE June Seo LAP TIME,LEE June Seo ELAPSED TIME,ZHAXYBAYEV Mersaid POSITION,ZHAXYBAYEV Mersaid LAP TIME,ZHAXYBAYEV Mersaid ELAPSED TIME,HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME,TREACY Niall POSITION,TREACY Niall LAP TIME,TREACY Niall ELAPSED TIME,REN Ziwei POSITION,REN Ziwei LAP TIME,REN Ziwei ELAPSED TIME
1,6.70,6.70,3,7.06,7.06,2,6.89,6.89,4,7.29,7.29,5,7.40,7.40
1,8.74,15.44,3,8.83,15.89,2,8.69,15.58,4,8.84,16.13,5,8.87,16.27
1,8.31,23.75,3,8.25,24.14,2,8.39,23.97,4,8.24,24.37,5,8.20,24.47
1,8.37,32.12,3,8.35,32.49,2,8.44,32.41,4,8.27,32.64,5,8.28,32.75
1,8.55,40.67,4,8.74,41.234,5,9.04,41.451,0,8.58,41.22,2,8.45,41.20
