FERCOQ Quentin POSITION,FERCOQ Quentin LAP TIME,FERCOQ Quentin ELAPSED TIME,Roberts ZVEJNIEKS POSITION,Roberts ZVEJNIEKS LAP TIME,Roberts ZVEJNIEKS ELAPSED TIME,CHOE Un Song POSITION,CHOE Un Song LAP TIME,CHOE Un Song ELAPSED TIME,Jacob JANSSON POSITION,Jacob JANSSON LAP TIME,Jacob JANSSON ELAPSED TIME
2,7.01,7.01,1,6.81,6.81,3,7.25,7.25,4,7.48,7.48
2,9.07,16.08,1,8.77,15.58,3,9.12,16.37,4,9.22,16.70
2,8.38,24.46,1,8.47,24.05,3,8.59,24.96,4,22.36,39.06
2,8.69,33.15,1,8.70,32.75,3,8.85,33.81,4,12.81,51.87
2,8.97,42.12,1,8.93,41.68,3,9.06,42.877,4,10.70,1:02.574
