Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,ZHANG Zhiqiang POSITION,ZHANG Zhiqiang LAP TIME,ZHANG Zhiqiang ELAPSED TIME,LEE Ho-Suk POSITION,LEE Ho-Suk LAP TIME,LEE Ho-Suk ELAPSED TIME
2,13.003,13.003,1,12.620,12.620,3,13.241,13.241,4,13.276,13.276,5,13.290,13.290,6,13.555,13.555
3,10.018,23.021,1,10.025,22.645,2,9.543,22.784,4,9.899,23.175,5,9.990,23.280,6,9.855,23.410
2,9.554,32.575,1,9.674,32.319,3,9.801,32.584,5,9.527,32.702,4,9.379,32.659,6,9.414,32.824
4,9.773,42.348,1,9.435,41.754,2,9.704,42.288,3,9.590,42.292,5,9.723,42.382,6,9.664,42.487
3,9.149,51.497,1,9.426,51.180,2,9.067,51.355,6,9.391,51.683,5,9.259,51.641,4,9.111,51.599
6,9.615,1:01.112,1,9.234,1:00.414,3,9.588,1:00.943,4,9.295,1:00.978,2,9.232,1:00.873,5,9.452,1:01.051
3,9.262,1:10.374,1,9.501,1:09.915,5,9.459,1:10.403,4,9.423,1:10.400,2,9.445,1:10.318,6,9.362,1:10.412
4,9.298,1:19.672,1,9.480,1:19.395,5,9.552,1:19.954,6,9.682,1:20.083,2,9.114,1:19.432,3,9.134,1:19.546
4,9.986,1:29.658,3,10.219,1:29.614,5,9.766,1:29.720,6,9.910,1:29.993,1,9.343,1:28.774,2,9.880,1:29.425
