Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,TRAN Aaron POSITION,TRAN Aaron LAP TIME,TRAN Aaron ELAPSED TIME,Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME,AZHGALIYEV Abzal POSITION,AZHGALIYEV Abzal LAP TIME,AZHGALIYEV Abzal ELAPSED TIME
1,6.92,6.92,2,7.12,7.12,3,7.20,7.20,4,7.42,7.42
1,8.75,15.67,3,8.99,16.11,2,8.79,15.99,4,8.79,16.21
1,8.30,23.97,4,8.77,24.88,2,8.40,24.39,3,8.46,24.67
1,8.50,32.47,4,8.82,33.70,2,8.57,32.96,3,8.47,33.14
1,8.63,41.10,4,8.88,42.587,2,8.80,41.764,3,8.67,41.817
