David GROSSENBACHER POSITION,David GROSSENBACHER LAP TIME,David GROSSENBACHER ELAPSED TIME,Wim de DEYNE POSITION,Wim de DEYNE LAP TIME,Wim de DEYNE ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME
3,7.2838,7.2838,1,7.0178,7.0178,2,7.1828,7.1828,4,7.3018,7.3018
4,9.6251,16.9089,1,9.0996,16.1174,2,8.9982,16.1810,3,9.1780,16.4798
4,9.1369,26.0458,3,9.0426,25.1600,2,8.9758,25.1568,1,8.6550,25.1348
4,9.1982,35.2440,3,9.2168,34.3768,2,9.1743,34.3311,1,9.1299,34.2647
4,9.60,44.837,1,9.29,43.666,2,9.37,43.695,3,9.55,43.813
