Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME,Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME,Annita van DOORN POSITION,Annita van DOORN LAP TIME,Annita van DOORN ELAPSED TIME,FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME
2,7.11,7.11,4,8.90,8.90,3,7.97,7.97,1,6.91,6.91
2,9.59,16.70,4,10.25,19.16,3,9.98,17.96,1,9.62,16.53
2,9.24,25.95,4,9.52,28.68,3,9.30,27.26,1,9.24,25.77
2,9.31,35.26,4,9.71,38.39,3,9.32,36.59,1,9.38,35.15
2,9.54,44.798,4,10.32,48.704,3,9.81,46.400,1,9.64,44.790
