Arian NACHBAR POSITION,Arian NACHBAR LAP TIME,Arian NACHBAR ELAPSED TIME,Sascha LAUBER POSITION,Sascha LAUBER LAP TIME,Sascha LAUBER ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Yevgen YAKOVLEV POSITION,Yevgen YAKOVLEV LAP TIME,Yevgen YAKOVLEV ELAPSED TIME
1,6.654,6.654,4,7.045,7.045,3,7.000,7.000,2,6.897,6.897
1,9.025,15.679,2,9.102,16.146,3,9.306,16.305,4,9.636,16.532
1,8.825,24.503,2,8.761,24.907,3,8.975,25.279,4,9.012,25.544
1,8.832,33.334,2,9.013,33.920,3,8.757,34.036,4,9.035,34.578
1,9.39,42.719,2,9.41,43.323,3,9.50,43.531,4,9.56,44.134
