MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,Deanna LOCKETT POSITION,Deanna LOCKETT LAP TIME,Deanna LOCKETT ELAPSED TIME,THOMSON Kathryn POSITION,THOMSON Kathryn LAP TIME,THOMSON Kathryn ELAPSED TIME,STORMOWSKA Kamila POSITION,STORMOWSKA Kamila LAP TIME,STORMOWSKA Kamila ELAPSED TIME
1,7.34,7.34,2,7.51,7.51,5,7.94,7.94,3,7.66,7.66,4,7.77,7.77
1,9.33,16.67,2,9.22,16.73,5,9.49,17.43,3,9.38,17.04,4,9.44,17.21
1,8.73,25.40,2,8.78,25.51,5,8.88,26.31,3,8.90,25.94,4,9.05,26.26
1,9.05,34.45,2,8.98,34.49,5,9.26,35.57,3,9.08,35.02,4,9.29,35.55
1,9.24,43.69,2,9.23,43.72,4,8.97,44.54,3,9.27,44.29,5,9.30,44.856
