de ROSE Ethan POSITION,de ROSE Ethan LAP TIME,de ROSE Ethan ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,Reinis BERZINS POSITION,Reinis BERZINS LAP TIME,Reinis BERZINS ELAPSED TIME,ARADHYA Akash POSITION,ARADHYA Akash LAP TIME,ARADHYA Akash ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME
1,15.31,15.31,4,15.67,15.67,3,15.53,15.53,5,15.81,,2,15.35,15.35
3,11.29,26.60,4,11.10,26.77,1,10.89,26.42,5,11.15,,2,11.12,26.47
3,10.48,37.08,4,10.52,37.29,1,10.40,36.82,5,10.59,,2,10.51,36.98
3,10.32,47.40,4,10.22,47.51,1,10.43,47.25,5,10.47,,2,10.36,47.34
3,9.48,56.88,4,9.39,56.90,2,9.56,56.81,5,11.43,,1,9.39,56.73
4,9.55,1:06.43,2,9.31,1:06.21,3,9.52,1:06.33,5,12.00,,1,9.39,1:06.12
4,9.54,1:15.97,2,9.44,1:15.65,3,9.43,1:15.76,5,12.00,,1,9.43,1:15.55
4,9.74,1:25.71,2,9.40,1:25.05,3,9.43,1:25.19,5,12.88,,1,9.41,1:24.96
4,10.09,1:35.80,2,9.21,1:34.26,3,9.14,1:34.33,5,13.10,1:49.43,1,9.18,1:34.14
