Gregory DURAND POSITION,Gregory DURAND LAP TIME,Gregory DURAND ELAPSED TIME,Anthony DOUGLAS POSITION,Anthony DOUGLAS LAP TIME,Anthony DOUGLAS ELAPSED TIME,Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME,Steve ROBILLARD POSITION,Steve ROBILLARD LAP TIME,Steve ROBILLARD ELAPSED TIME
1,12.483,12.483,3,12.543,12.543,2,12.483,12.483,4,12.772,12.772
2,10.070,22.554,1,9.949,22.492,3,10.095,22.578,4,9.836,22.607
4,9.622,32.175,3,9.558,32.050,2,9.437,32.015,1,9.222,31.829
4,9.506,41.682,3,9.575,41.624,2,9.579,41.594,1,9.707,41.536
4,9.325,51.007,3,9.217,50.841,1,9.043,50.637,2,9.251,50.787
4,9.051,1:00.058,3,9.159,1:00.000,1,9.095,59.732,2,9.080,59.867
4,9.858,1:09.916,3,9.035,1:09.035,2,9.181,1:08.914,1,8.827,1:08.694
4,10.555,1:20.471,3,9.202,1:18.237,2,9.003,1:17.917,1,9.182,1:17.876
4,11.285,1:31.756,3,9.455,1:27.692,2,9.398,1:27.315,1,9.160,1:27.036
