Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME,Sebastian PRAUS POSITION,Sebastian PRAUS LAP TIME,Sebastian PRAUS ELAPSED TIME
1,13.550,13.550,3,13.710,13.710,2,13.560,13.560,4,13.870,13.870
1,11.140,24.690,4,11.210,24.920,2,11.180,24.750,3,11.030,24.900
1,10.540,35.230,3,10.640,35.560,2,10.620,35.380,4,10.680,35.590
1,10.220,45.450,3,10.060,45.620,2,10.240,45.620,4,10.110,45.710
2,10.060,55.520,3,10.090,55.720,1,9.780,55.410,4,10.110,55.830
2,9.820,1:05.340,3,9.900,1:05.630,1,9.910,1:05.320,4,9.870,1:05.700
2,9.920,1:15.270,3,9.910,1:15.550,1,9.800,1:15.120,4,9.840,1:15.550
2,9.790,1:25.060,3,10.130,1:25.680,1,9.880,1:25.010,4,10.170,1:25.730
2,10.300,1:35.360,4,10.140,1:35.820,1,10.000,1:35.010,3,10.040,1:35.770
