Jessica HEWITT POSITION,Jessica HEWITT LAP TIME,Jessica HEWITT ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,TALAYEVA Volha POSITION,TALAYEVA Volha LAP TIME,TALAYEVA Volha ELAPSED TIME,Inna SIMONOVA POSITION,Inna SIMONOVA LAP TIME,Inna SIMONOVA ELAPSED TIME
1,7.30,7.30,2,7.41,7.41,4,7.86,7.86,3,7.61,7.61
1,9.40,16.70,2,9.40,16.81,4,9.90,17.76,3,9.27,16.88
1,8.97,25.67,2,8.99,25.80,4,9.52,27.28,3,9.01,25.89
1,9.04,34.71,2,9.07,34.87,4,9.47,36.75,3,9.07,34.96
1,9.24,43.948,2,9.27,44.135,4,9.58,46.326,3,9.25,44.208
