BURIC Katarina POSITION,BURIC Katarina LAP TIME,BURIC Katarina ELAPSED TIME,Safiya VLASOVA POSITION,Safiya VLASOVA LAP TIME,Safiya VLASOVA ELAPSED TIME,ZAKHAROVA Evgeniya POSITION,ZAKHAROVA Evgeniya LAP TIME,ZAKHAROVA Evgeniya ELAPSED TIME,Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME
5,14.66,14.66,4,14.53,14.53,3,14.43,14.43,1,14.33,14.33,2,14.38,14.38
5,11.28,25.94,4,11.30,25.83,3,11.29,25.72,2,11.28,25.61,1,11.14,25.52
5,11.28,37.22,4,11.28,37.11,3,11.09,36.81,1,11.12,36.73,2,11.23,36.75
5,10.09,47.31,4,10.10,47.21,3,10.15,46.96,1,10.03,46.76,2,10.12,46.87
5,10.03,57.34,4,10.01,57.22,2,9.95,56.91,1,10.03,56.79,3,10.07,56.94
5,10.01,1:07.35,4,9.99,1:07.21,2,9.75,1:06.66,1,9.79,1:06.58,3,9.99,1:06.93
5,10.20,1:17.55,4,10.19,1:17.40,2,9.81,1:16.47,1,9.80,1:16.38,3,9.94,1:16.87
5,10.52,1:28.07,4,10.59,1:27.99,2,9.83,1:26.30,1,9.75,1:26.13,3,10.32,1:27.19
5,11.02,1:39.084,4,10.92,1:38.908,2,9.85,1:36.147,1,9.86,1:35.983,3,10.94,1:38.122
