KIM Min-Jung POSITION,KIM Min-Jung LAP TIME,KIM Min-Jung ELAPSED TIME,LI Jianrou POSITION,LI Jianrou LAP TIME,LI Jianrou ELAPSED TIME,Sayuri SHIMIZU POSITION,Sayuri SHIMIZU LAP TIME,Sayuri SHIMIZU ELAPSED TIME,KONYA Zsofia POSITION,KONYA Zsofia LAP TIME,KONYA Zsofia ELAPSED TIME
1,13.41,13.41,3,13.53,13.53,2,13.46,13.46,4,13.63,13.63
2,10.29,23.70,3,10.27,23.80,1,10.16,23.62,4,10.27,23.90
1,10.24,33.94,3,10.36,34.16,2,10.43,34.05,4,10.35,34.25
1,10.27,44.21,3,10.28,44.44,2,10.24,44.29,4,10.27,44.52
1,10.39,54.60,3,10.38,54.82,2,10.40,54.69,4,10.39,54.91
1,10.28,1:04.88,3,10.29,1:05.11,2,10.28,1:04.97,4,10.31,1:05.22
1,10.05,1:14.93,3,10.01,1:15.12,2,10.08,1:15.05,4,9.93,1:15.15
1,9.68,1:24.61,2,9.59,1:24.71,3,9.79,1:24.84,4,9.96,1:25.11
1,9.83,1:34.431,2,9.74,1:34.446,3,9.76,1:34.599,4,9.96,1:35.067
