DESMET Stijn POSITION,DESMET Stijn LAP TIME,DESMET Stijn ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Augustin GERE POSITION,Augustin GERE LAP TIME,Augustin GERE ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME
1,11.96,11.96,2,12.10,12.10,3,12.25,12.25,4,12.41,12.41,5,12.52,12.52
1,9.16,21.12,2,9.12,21.22,3,9.08,21.33,4,9.02,21.43,5,8.96,21.48
1,9.13,30.25,2,9.10,30.32,3,9.08,30.41,4,9.08,30.51,5,9.10,30.58
2,9.27,39.52,1,9.19,39.51,3,9.23,39.64,4,9.23,39.74,5,9.24,39.82
2,9.18,48.70,1,9.10,48.61,3,9.15,48.79,4,9.15,48.89,5,9.15,48.97
2,9.18,57.88,1,9.14,57.75,4,9.21,58.00,3,9.08,57.97,5,9.09,58.06
2,9.03,1:06.91,1,9.03,1:06.78,5,9.17,1:07.17,3,9.04,1:07.01,4,9.05,1:07.11
2,9.06,1:15.97,1,9.04,1:15.82,5,9.10,1:16.27,3,8.97,1:15.98,4,8.99,1:16.10
4,9.28,1:25.257,0,9.17,1:24.99,5,9.09,1:25.369,0,9.04,1:25.02,3,9.03,1:25.13
