Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME
3,7.32,7.32,2,7.01,7.01,1,6.75,6.75
3,9.15,16.47,2,8.87,15.88,1,8.80,15.55
3,8.93,25.40,2,8.53,24.41,1,8.47,24.02
3,9.17,34.57,2,8.86,33.27,1,8.61,32.63
3,9.42,43.987,2,9.90,42.270,1,8.93,41.553
